Date,Day,Month,Year,Traffic,Count,Gross Sales,cloudcover,conditions,dew,feelslike,feelslikemax,feelslikemin,humidity,moonphase,precip,precipcover,precipprob,preciptype,sealevelpressure,severerisk,snow,snowdepth,solarenergy,solarradiation,sunrise,sunset,temp,tempmax,tempmin,uvindex,visibility,windgust,windspeed
2024-01-17,Wednesday,January,2024,1,5.0,65.0,36.9,Partially cloudy,2.1,2.2,16.2,-11.1,55.8,0.25,0.0,0.0,0,none,1019.9,10,0.0,0.3,3.5,39.5,08:03:24,17:46:13,15.3,27.6,4.3,2,9.9,30.8,18.2
2024-01-18,Thursday,January,2024,4,8.0,104.96,83.8,Partially cloudy,11.6,20.4,31.2,13.4,51.7,0.25,0.0,0.0,0,"rain,snow",1017.0,10,0.1,0.0,3.2,35.3,08:02:56,17:47:20,27.2,31.2,24.8,2,9.7,23.0,13.3
2024-01-19,Friday,January,2024,2,7.0,26.0,99.0,"Snow, Overcast",10.6,2.7,21.0,-8.9,76.7,0.29,0.074,37.5,100,snow,1022.1,10,2.0,0.6,1.9,23.9,08:02:26,17:48:28,16.7,25.9,8.4,1,4.4,31.5,21.1
2024-01-20,Saturday,January,2024,9,6.0,111.0,28.2,Partially cloudy,-0.3,-6.8,5.1,-15.6,71.8,0.32,0.0,0.0,0,snow,1033.7,10,0.1,0.6,3.3,37.8,08:01:55,17:49:37,7.0,16.0,0.8,2,9.5,23.0,13.5
2024-01-21,Sunday,January,2024,6,2.0,13.5,25.1,Partially cloudy,3.4,5.1,16.4,-10.7,68.6,0.36,0.0,0.0,0,none,1037.4,10,0.0,0.3,4.7,53.7,08:01:21,17:50:46,12.4,24.9,0.0,3,9.9,15.0,9.3
2024-01-22,Monday,January,2024,2,2.0,3.0,90.3,"Rain, Overcast",15.4,23.1,38.7,7.4,54.9,0.39,0.014,4.17,100,rain,1029.4,10,0.0,0.1,3.8,42.1,08:00:45,17:51:55,30.0,38.7,17.5,3,9.8,21.0,12.7
2024-01-23,Tuesday,January,2024,3,0.0,0.0,100.0,"Snow, Rain, Overcast",37.1,34.5,42.2,27.4,91.9,0.43,0.632,58.33,100,"rain,snow",1025.1,10,0.0,0.0,1.2,13.8,08:00:07,17:53:05,39.3,44.3,34.5,1,3.3,20.8,11.5
2024-01-24,Wednesday,January,2024,1,1.0,5.0,100.0,"Rain, Overcast",47.6,47.1,53.3,40.0,97.0,0.46,0.347,79.17,100,rain,1019.5,10,0.0,0.0,1.3,13.7,07:59:28,17:54:16,48.4,53.3,42.5,1,0.9,16.1,8.7
2024-01-25,Thursday,January,2024,6,4.0,8.0,100.0,"Rain, Overcast",48.5,48.9,52.9,43.7,97.1,0.5,0.658,25.0,100,rain,1015.8,10,0.0,0.0,1.9,21.5,07:58:46,17:55:27,49.3,52.9,44.6,1,1.0,11.4,14.6
2024-01-26,Friday,January,2024,2,4.0,36.0,100.0,"Rain, Overcast",40.8,37.4,44.8,34.6,93.0,0.53,0.023,8.33,100,rain,1018.5,10,0.0,0.0,1.3,14.8,07:58:02,17:56:38,42.7,48.2,40.3,1,5.5,30.0,16.6
2024-01-27,Saturday,January,2024,21,19.0,174.98,100.0,"Rain, Overcast",37.8,35.3,39.2,31.2,93.2,0.56,0.344,20.83,100,rain,1019.5,10,0.0,0.0,1.4,15.3,07:57:17,17:57:49,39.6,41.4,38.8,1,6.0,29.9,16.1
2024-01-28,Sunday,January,2024,5,3.0,35.0,100.0,"Rain, Overcast",35.1,29.5,32.5,25.8,87.7,0.6,0.211,37.5,100,rain,1014.9,10,0.0,0.0,2.3,28.1,07:56:30,17:59:00,38.4,40.9,35.4,1,8.6,37.8,21.6
2024-01-29,Monday,January,2024,1,0.0,0.0,100.0,Overcast,29.5,26.6,30.6,23.2,84.0,0.63,0.0,0.0,0,none,1022.6,10,0.0,0.0,1.9,22.8,07:55:41,18:00:12,33.8,35.8,31.4,1,9.7,19.7,13.1
2024-01-30,Tuesday,January,2024,8,1.0,10.0,100.0,"Snow, Rain, Overcast",32.8,28.0,32.8,22.3,91.4,0.66,0.126,29.17,100,"rain,snow",1015.2,10,0.0,0.0,0.9,10.0,07:54:50,18:01:24,35.1,38.4,31.3,0,4.6,21.9,12.8
2024-01-31,Wednesday,January,2024,4,5.0,23.0,84.4,Partially cloudy,33.7,33.3,39.0,28.7,83.2,0.7,0.0,0.0,0,none,1020.6,10,0.0,0.0,2.7,29.6,07:53:57,18:02:36,38.5,43.4,34.5,2,7.5,13.9,11.2
2024-02-01,Thursday,February,2024,1,0.0,0.0,26.1,Partially cloudy,35.1,37.9,52.7,26.7,78.6,0.73,0.0,0.0,0,none,1015.9,10,0.0,0.0,4.3,49.0,07:53:03,18:03:48,41.6,52.7,32.6,3,9.8,20.8,13.4
2024-02-02,Friday,February,2024,8,5.0,272.2,66.6,Partially cloudy,34.3,34.5,40.7,25.8,79.9,0.75,0.0,0.0,0,none,1017.7,10,0.0,0.0,2.4,28.8,07:52:07,18:05:00,40.2,44.2,33.5,1,8.1,20.8,13.7
2024-02-03,Saturday,February,2024,23,15.0,194.5,11.6,Clear,29.5,29.4,42.2,21.0,77.8,0.79,0.0,0.0,0,none,1018.6,10,0.0,0.0,4.5,52.7,07:51:09,18:06:12,36.1,46.9,28.7,3,9.5,23.0,12.9
2024-02-04,Sunday,February,2024,12,10.0,163.49,32.0,Partially cloudy,29.1,33.3,51.6,22.3,70.1,0.83,0.0,0.0,0,none,1014.8,10,0.0,0.0,4.6,54.6,07:50:10,18:07:24,38.9,51.6,28.6,4,9.7,19.7,13.6
2024-02-05,Monday,February,2024,0,0.0,0.0,17.6,Clear,24.7,34.1,52.4,21.1,58.0,0.86,0.0,0.0,0,none,1017.0,10,0.0,0.0,5.4,62.2,07:49:09,18:08:36,39.4,52.4,29.1,4,9.7,18.3,12.8
2024-02-06,Tuesday,February,2024,3,0.0,0.0,61.6,Partially cloudy,28.6,30.9,44.0,23.9,74.8,0.89,0.0,0.0,0,none,1022.4,10,0.0,0.0,4.3,48.8,07:48:06,18:09:48,36.1,44.0,31.4,3,8.2,12.8,10.2
2024-02-07,Wednesday,February,2024,9,11.0,261.0,42.2,Partially cloudy,29.4,38.1,52.0,24.1,67.0,0.93,0.0,0.0,0,none,1022.5,10,0.0,0.0,4.4,49.9,07:47:02,18:10:59,40.4,52.0,29.9,3,9.0,15.0,7.8
2024-02-08,Thursday,February,2024,1,1.0,6.0,58.7,Partially cloudy,34.6,50.9,63.3,37.7,51.1,0.96,0.0,0.0,0,none,1014.9,10,0.0,0.0,2.7,31.0,07:45:57,18:12:11,52.6,63.3,40.6,2,9.9,32.2,19.6
2024-02-09,Friday,February,2024,8,4.0,36.989999999999995,66.0,Partially cloudy,46.9,57.8,65.1,53.2,68.0,0.0,0.0,0.0,0,none,1011.3,10,0.0,0.0,4.5,54.4,07:44:50,18:13:22,57.8,65.1,53.2,3,9.9,32.5,17.8
2024-02-10,Saturday,February,2024,15,10.0,75.5,60.1,"Rain, Partially cloudy",38.3,41.6,54.7,30.7,76.1,0.03,0.036,8.33,100,rain,1013.4,10,0.0,0.0,4.4,52.1,07:43:41,18:14:34,45.6,54.7,36.4,2,9.7,31.1,15.4
2024-02-11,Sunday,February,2024,10,13.0,126.98,34.9,Partially cloudy,27.2,33.0,43.5,21.6,66.4,0.06,0.0,0.0,0,none,1016.7,10,0.0,0.0,4.7,54.1,07:42:32,18:15:45,37.8,47.4,28.7,4,9.9,16.1,11.1
2024-02-12,Monday,February,2024,1,1.0,10.0,51.1,Partially cloudy,27.0,32.9,42.2,21.7,64.4,0.09,0.0,0.0,0,none,1011.7,10,0.0,0.0,4.2,48.2,07:41:21,18:16:56,38.4,46.5,30.8,3,9.9,18.3,12.8
2024-02-13,Tuesday,February,2024,2,2.0,50.0,50.2,Partially cloudy,25.9,32.5,42.6,22.1,61.8,0.13,0.0,0.0,0,none,1015.4,10,0.0,0.0,4.7,54.9,07:40:08,18:18:06,38.5,47.9,29.6,2,9.9,27.7,14.7
2024-02-14,Wednesday,February,2024,8,5.0,81.0,35.6,Partially cloudy,21.8,35.2,47.5,27.3,49.6,0.16,0.0,0.0,0,none,1022.2,10,0.0,0.0,6.0,69.2,07:38:54,18:19:17,39.9,48.4,32.0,4,9.9,12.8,9.6
2024-02-15,Thursday,February,2024,1,0.0,0.0,49.8,Partially cloudy,29.5,35.0,42.5,28.7,62.8,0.2,0.0,0.0,0,none,1017.2,10,0.0,0.0,3.3,38.2,07:37:40,18:20:27,41.3,49.4,34.0,2,9.9,36.8,23.5
2024-02-16,Friday,February,2024,3,2.0,2.0,89.4,"Snow, Rain, Partially cloudy",21.5,22.5,27.6,11.5,70.4,0.25,0.272,29.17,100,"rain,snow",1019.2,10,4.9,1.2,1.5,17.4,07:36:23,18:21:37,30.6,34.4,22.8,1,6.9,21.9,12.9
2024-02-17,Saturday,February,2024,4,5.0,20.5,35.8,Partially cloudy,8.3,5.0,12.4,-0.4,67.1,0.27,0.0,0.0,0,snow,1021.8,10,0.2,3.6,3.3,38.6,07:35:06,18:22:46,17.8,22.6,14.4,2,9.4,25.3,14.3
2024-02-18,Sunday,February,2024,4,3.0,13.0,0.0,Clear,13.0,13.3,25.5,0.8,62.8,0.3,0.0,0.0,0,none,1016.8,10,0.0,1.8,6.4,75.7,07:33:48,18:23:56,24.0,34.9,14.1,4,9.9,26.4,16.0
2024-02-19,Monday,February,2024,8,3.0,51.0,7.4,Clear,22.6,29.8,47.6,16.1,67.5,0.33,0.0,0.0,0,none,1021.4,10,0.0,0.3,6.6,77.0,07:32:28,18:25:05,32.9,47.6,20.7,4,9.6,9.2,7.2
2024-02-20,Tuesday,February,2024,3,14.0,145.5,6.8,Clear,24.7,40.1,56.4,25.6,56.4,0.37,0.0,0.0,0,none,1023.4,10,0.0,0.0,5.8,67.8,07:31:08,18:26:13,41.1,56.4,27.4,4,9.5,17.2,11.3
2024-02-21,Wednesday,February,2024,6,0.0,0.0,42.9,"Rain, Partially cloudy",30.8,49.1,65.8,31.1,48.5,0.4,0.001,4.17,100,rain,1017.6,10,0.0,0.0,6.2,72.6,07:29:46,18:27:22,50.7,65.8,34.4,4,9.8,30.4,19.9
2024-02-22,Thursday,February,2024,4,2.0,19.0,74.6,"Rain, Partially cloudy",43.1,51.6,56.6,39.4,72.9,0.44,0.34,20.83,100,rain,1005.4,10,0.0,0.0,2.1,25.6,07:28:23,18:28:30,52.2,56.6,43.7,2,8.5,23.0,12.0
2024-02-23,Friday,February,2024,10,11.0,161.0,44.4,"Rain, Partially cloudy",34.8,40.9,52.2,30.6,72.6,0.47,0.049,4.17,100,rain,1005.2,10,0.0,0.0,5.4,64.0,07:27:00,18:29:38,43.9,52.2,34.4,5,7.5,28.9,18.9
2024-02-24,Saturday,February,2024,26,13.0,177.0,62.8,"Snow, Rain, Partially cloudy",23.2,25.2,39.0,17.4,69.1,0.5,0.006,4.17,100,"rain,snow",1014.8,10,0.2,0.0,5.3,61.8,07:25:35,18:30:45,32.7,44.1,28.0,4,9.2,29.9,19.9
2024-02-25,Sunday,February,2024,5,10.0,56.0,22.9,Partially cloudy,27.0,37.3,60.4,19.0,58.8,0.54,0.0,0.0,0,none,1013.6,10,0.0,0.0,7.9,91.9,07:24:10,18:31:52,41.6,60.4,27.5,5,9.9,26.4,16.4
2024-02-26,Monday,February,2024,19,12.0,153.0,28.6,Partially cloudy,33.9,54.0,73.0,32.8,50.8,0.57,0.0,0.0,0,none,1008.8,10,0.0,0.0,7.3,81.0,07:22:44,18:32:59,54.5,73.0,35.6,4,9.9,23.0,13.1
2024-02-27,Tuesday,February,2024,12,32.0,1308.23,80.9,Partially cloudy,54.4,64.9,67.7,59.9,69.3,0.61,0.0,0.0,0,none,998.3,10,0.0,0.0,2.9,35.0,07:21:17,18:34:06,64.9,67.7,59.9,2,9.9,32.2,18.4
2024-02-28,Wednesday,February,2024,12,10.0,159.0,62.9,"Snow, Rain, Partially cloudy",28.0,29.6,68.9,12.9,66.1,0.64,0.566,20.83,100,"rain,snow",1011.4,30,0.0,0.0,4.1,49.0,07:19:49,18:35:12,38.7,68.9,27.5,4,9.8,50.8,27.5
2024-02-29,Thursday,February,2024,20,22.0,194.0,9.5,Clear,11.5,27.8,40.1,15.9,41.7,0.67,0.0,0.0,0,none,1031.5,10,0.0,0.0,8.0,92.1,07:18:21,18:36:18,32.8,43.8,23.0,5,9.9,19.5,9.5
2024-03-01,Friday,March,2024,24,36.0,424.49,69.2,Partially cloudy,24.6,32.3,39.4,24.7,61.4,0.71,0.0,0.0,0,none,1023.7,10,0.0,0.0,3.3,36.0,07:16:51,18:37:23,37.3,43.4,30.7,2,8.6,15.0,11.2
2024-03-02,Saturday,March,2024,52,43.0,471.0,81.9,Partially cloudy,40.3,44.1,54.1,37.3,81.3,0.74,0.0,0.0,0,none,1019.9,10,0.0,0.0,6.1,71.0,07:15:21,18:38:29,46.1,54.1,40.8,4,7.0,11.4,11.8
2024-03-03,Sunday,March,2024,24,27.0,1523.98,32.5,Partially cloudy,44.2,51.2,69.4,36.3,74.0,0.75,0.0,0.0,0,none,1016.5,10,0.0,0.0,7.9,92.2,07:13:51,18:39:34,53.3,69.4,40.8,5,7.7,26.9,18.4
2024-03-04,Monday,March,2024,6,0.0,0.0,55.7,Partially cloudy,53.6,63.7,76.2,53.2,72.2,0.81,0.0,0.0,0,none,1014.7,10,0.0,0.0,5.1,59.1,07:12:19,18:40:38,63.7,76.2,53.2,4,9.3,28.6,15.8
2024-03-05,Tuesday,March,2024,8,9.0,48.0,78.3,"Rain, Partially cloudy",55.3,61.0,64.0,53.3,81.9,0.84,0.625,33.33,100,rain,1012.1,10,0.0,0.0,3.0,35.1,07:10:48,18:41:43,61.0,64.0,53.3,3,8.7,20.8,10.5
2024-03-06,Wednesday,March,2024,4,3.0,25.99,100.0,"Rain, Overcast",45.5,44.8,52.0,40.4,89.8,0.88,0.009,8.33,100,rain,1014.8,10,0.0,0.0,2.3,27.5,07:09:15,18:42:47,48.4,52.0,45.6,1,5.6,20.8,13.3
2024-03-07,Thursday,March,2024,7,10.0,144.49,99.4,Overcast,42.1,43.3,50.4,40.5,83.0,0.91,0.0,0.0,0,none,1017.5,10,0.0,0.0,3.4,39.4,07:07:42,18:43:51,47.0,50.4,44.9,2,8.8,13.9,11.3
2024-03-08,Friday,March,2024,7,2.0,80.0,99.2,"Rain, Overcast",49.9,50.8,56.7,43.2,91.1,0.94,0.455,79.17,100,rain,1012.2,10,0.0,0.0,2.6,30.3,07:06:09,18:44:54,52.4,56.7,47.7,2,8.0,21.9,10.9
2024-03-09,Saturday,March,2024,26,15.0,153.0,95.6,"Rain, Overcast",38.4,39.3,55.8,31.8,78.5,0.98,0.065,20.83,100,rain,1009.9,10,0.0,0.0,2.5,29.7,07:04:35,18:45:58,45.0,55.8,39.7,1,8.8,30.5,19.5
2024-03-10,Sunday,March,2024,11,5.0,65.99,21.4,Partially cloudy,22.8,30.2,38.5,21.5,54.4,0.0,0.0,0.0,0,none,1018.1,10,0.0,0.0,8.6,104.2,08:03:01,19:47:01,38.4,46.4,31.2,5,9.9,34.4,24.2
2024-03-11,Monday,March,2024,8,1.0,10.0,0.6,Clear,25.5,42.7,60.5,26.2,50.9,0.04,0.0,0.0,0,none,1022.2,10,0.0,0.0,9.6,111.5,08:01:27,19:48:04,44.0,60.5,28.0,5,9.9,25.8,15.3
2024-03-12,Tuesday,March,2024,7,8.0,67.0,25.1,Partially cloudy,34.3,54.2,69.1,38.5,45.5,0.08,0.0,0.0,0,none,1015.0,10,0.0,0.0,8.8,102.8,07:59:52,19:49:07,56.0,69.1,43.1,5,9.9,31.0,17.0
2024-03-13,Wednesday,March,2024,10,15.0,338.99,34.9,Partially cloudy,40.3,60.1,74.7,44.5,49.0,0.11,0.0,0.0,0,none,1011.5,10,0.0,0.0,9.4,110.2,07:58:16,19:50:09,60.5,74.7,46.3,5,9.9,18.3,11.3
2024-03-14,Thursday,March,2024,1,2.0,16.0,66.6,"Rain, Partially cloudy",54.5,64.2,73.9,57.2,71.2,0.14,0.311,29.17,100,rain,1010.4,60,0.0,0.0,4.3,50.4,07:56:41,19:51:11,64.2,73.9,57.2,3,9.8,36.7,22.8
2024-03-15,Friday,March,2024,8,3.0,11.0,76.0,"Rain, Partially cloudy",43.1,49.7,59.7,41.5,73.0,0.18,0.001,4.17,100,rain,1015.4,10,0.0,0.0,7.5,85.3,07:55:05,19:52:13,52.0,59.7,46.2,5,9.5,28.9,18.8
2024-03-16,Saturday,March,2024,24,9.0,237.99,33.9,Partially cloudy,36.1,48.9,62.8,31.6,62.0,0.21,0.0,0.0,0,none,1012.2,10,0.0,0.0,10.9,127.1,07:53:29,19:53:15,50.3,62.8,36.5,5,9.9,35.8,23.3
2024-03-17,Sunday,March,2024,5,3.0,40.5,51.5,Partially cloudy,23.7,34.1,40.5,26.5,49.6,0.25,0.0,0.0,0,none,1011.4,10,0.0,0.0,9.2,104.5,07:51:53,19:54:17,41.5,47.3,35.3,6,9.9,33.3,19.8
2024-03-18,Monday,March,2024,10,12.0,60.0,95.5,Overcast,18.1,24.0,25.3,22.7,54.3,0.28,0.0,0.0,0,none,1018.4,10,0.0,0.0,5.0,59.0,07:50:16,19:55:18,32.9,34.5,31.2,3,9.7,26.5,18.3
2024-03-19,Tuesday,March,2024,10,13.0,177.5,17.8,Clear,21.7,33.9,55.4,18.0,50.4,0.31,0.0,0.0,0,none,1013.1,10,0.0,0.0,11.7,135.9,07:48:40,19:56:20,39.7,55.4,27.0,7,9.9,38.9,23.9
2024-03-20,Wednesday,March,2024,10,2.0,90.0,26.4,Partially cloudy,21.1,38.7,50.4,25.3,40.7,0.34,0.0,0.0,0,none,1013.5,10,0.0,0.0,11.3,130.0,07:47:03,19:57:21,44.8,50.4,33.7,7,9.9,32.1,20.1
2024-03-21,Thursday,March,2024,6,7.0,48.0,39.9,Partially cloudy,13.7,28.2,37.8,20.9,42.6,0.38,0.0,0.0,0,none,1024.6,10,0.0,0.0,8.4,96.3,07:45:26,19:58:22,34.7,43.2,28.2,5,9.9,23.0,11.2
2024-03-22,Friday,March,2024,7,3.0,17.0,64.7,"Rain, Partially cloudy",22.0,34.1,41.5,25.8,49.1,0.41,0.016,8.33,100,rain,1017.1,10,0.0,0.0,3.1,35.8,07:43:50,19:59:23,40.0,45.4,33.5,3,9.9,17.2,10.7
2024-03-23,Saturday,March,2024,23,19.0,178.75,52.5,Partially cloudy,24.1,31.6,40.1,21.9,57.3,0.45,0.0,0.0,0,none,1021.8,10,0.0,0.0,12.3,141.3,07:42:13,20:00:24,38.9,46.0,32.5,7,9.9,29.3,20.8
2024-03-24,Sunday,March,2024,5,5.0,48.0,41.9,Partially cloudy,21.3,36.7,53.4,23.8,46.8,0.48,0.0,0.0,0,none,1020.2,10,0.0,0.0,12.7,147.3,07:40:36,20:01:25,41.4,53.4,31.9,6,9.9,28.4,19.2
2024-03-25,Monday,March,2024,2,3.0,48.0,59.1,Partially cloudy,31.8,55.6,69.2,39.8,37.6,0.5,0.0,0.0,0,none,1010.6,10,0.0,0.0,8.0,92.8,07:38:59,20:02:25,57.6,69.2,45.6,5,9.9,35.8,22.2
2024-03-26,Tuesday,March,2024,4,0.0,0.0,94.2,"Rain, Overcast",44.7,53.1,63.3,35.4,72.0,0.55,0.358,37.5,100,rain,1003.4,10,0.0,0.0,6.8,77.5,07:37:23,20:03:26,53.9,63.3,41.9,4,9.2,40.1,22.0
2024-03-27,Wednesday,March,2024,5,2.0,20.0,68.4,Partially cloudy,28.1,33.5,40.9,27.7,63.1,0.58,0.0,0.0,0,none,1017.7,10,0.0,0.0,5.9,69.2,07:35:46,20:04:26,39.9,46.1,35.8,3,9.9,27.7,15.8
2024-03-28,Thursday,March,2024,6,6.0,94.5,26.5,Partially cloudy,28.2,43.1,58.2,26.2,57.0,0.62,0.0,0.0,0,none,1020.8,10,0.0,0.0,13.5,154.9,07:34:10,20:05:27,44.2,58.2,28.8,6,9.9,27.8,17.8
2024-03-29,Friday,March,2024,3,1.0,5.0,57.2,Partially cloudy,34.7,55.1,69.5,39.4,47.7,0.65,0.0,0.0,0,none,1016.4,10,0.0,0.0,14.2,166.1,07:32:33,20:06:27,56.0,69.5,42.4,6,9.9,23.0,11.2
2024-03-30,Saturday,March,2024,17,19.0,149.0,57.4,"Rain, Partially cloudy",43.1,62.9,75.0,54.6,49.7,0.69,0.107,12.5,100,rain,1009.1,10,0.0,0.0,14.0,163.4,07:30:57,20:07:27,62.9,75.0,54.6,7,9.8,36.5,21.6
2024-03-31,Sunday,March,2024,0,0.0,0.0,85.6,"Rain, Partially cloudy",47.4,52.1,66.3,39.6,79.5,0.72,0.116,20.83,100,rain,1011.9,10,0.0,0.0,11.2,128.8,07:29:21,20:08:27,54.0,66.3,44.0,6,8.9,16.1,11.7
2024-04-01,Monday,April,2024,1,2.0,9.0,95.6,"Rain, Overcast",52.0,57.3,65.3,42.7,81.1,0.75,0.787,20.83,100,rain,1008.2,10,0.0,0.0,4.8,54.8,07:27:46,20:09:28,57.8,65.3,48.1,2,9.1,33.3,13.0
2024-04-02,Tuesday,April,2024,4,2.0,10.0,93.1,"Rain, Overcast",53.8,57.1,69.5,34.5,86.3,0.79,1.872,66.67,100,rain,998.9,30,0.0,0.0,5.7,64.2,07:26:10,20:10:28,58.1,69.5,43.4,4,8.1,40.5,24.1
2024-04-03,Wednesday,April,2024,6,2.0,13.99,97.2,"Rain, Overcast",33.0,31.2,34.5,27.5,77.5,0.82,0.096,45.83,100,rain,995.9,10,0.0,0.0,7.8,90.6,07:24:35,20:11:28,39.6,43.5,35.7,7,9.4,37.1,22.8
2024-04-04,Thursday,April,2024,7,9.0,209.0,97.2,"Snow, Rain, Overcast",34.5,29.9,33.3,25.9,86.3,0.86,0.147,58.33,100,"rain,snow",1003.2,10,0.0,0.0,3.6,41.8,07:23:01,20:12:28,38.2,40.9,35.4,1,9.0,29.3,19.7
2024-04-05,Friday,April,2024,20,6.0,53.0,89.0,"Rain, Partially cloudy",35.1,35.6,40.4,32.2,77.1,0.89,0.017,8.33,100,rain,1017.2,10,0.0,0.0,5.4,62.9,07:21:27,20:13:28,41.8,45.4,38.0,4,9.8,28.9,16.9
2024-04-06,Saturday,April,2024,15,7.0,68.0,7.7,Clear,28.9,43.1,57.2,26.5,56.8,0.93,0.0,0.0,0,none,1022.3,10,0.0,0.0,17.1,198.9,07:19:53,20:14:29,45.0,57.2,31.7,7,9.9,13.9,8.1
2024-04-07,Sunday,April,2024,7,1.0,10.0,49.8,"Rain, Partially cloudy",35.0,50.0,63.4,34.8,54.2,0.96,0.026,16.67,100,rain,1016.2,10,0.0,0.0,8.3,96.3,07:18:19,20:15:29,51.8,63.4,39.3,4,9.9,32.4,21.4
2024-04-08,Monday,April,2024,9,13.0,213.0,39.9,Partially cloudy,42.1,62.1,75.3,46.6,53.6,0.0,0.0,0.0,0,none,1013.8,10,0.0,0.0,12.6,144.9,07:16:46,20:16:29,62.1,75.3,46.6,7,9.9,19.5,11.3
2024-04-09,Tuesday,April,2024,7,1.0,3.0,72.7,"Rain, Partially cloudy",54.3,63.0,71.1,55.4,74.3,0.03,0.069,25.0,100,rain,1013.3,10,0.0,0.0,9.0,105.3,07:15:14,20:17:29,63.0,71.1,55.4,5,9.7,29.8,17.9
